Month,Day,Hour,Day of Week,Volume,Occupancy
9.0,15.0,5.0,5.0,-1.1293752602233313,-0.7834936627722681
9.0,15.0,6.0,5.0,-0.4878125887475085,-0.5294797888740187
9.0,15.0,7.0,5.0,0.9488048987238908,0.11402202500154633
9.0,15.0,8.0,5.0,0.7435738290851195,0.5881812562782784
9.0,15.0,9.0,5.0,1.6438311261560323,0.5373784814986285
9.0,15.0,10.0,5.0,1.0384857022635219,0.16482479978119619
9.0,15.0,11.0,5.0,0.6383713480097829,-0.021452041077519992
9.0,15.0,12.0,5.0,0.822906847600947,0.06321925022189646
9.0,15.0,13.0,5.0,0.7935881233668369,0.012416475442246586
9.0,15.0,14.0,5.0,0.6780378572676967,-0.004517782817636703
9.0,15.0,15.0,5.0,0.5573136986566548,-0.08918907411705315
9.0,15.0,16.0,5.0,0.7470230907597207,0.012416475442246586
9.0,15.0,17.0,5.0,1.0160655013786142,0.1986933163009628
9.0,15.0,18.0,5.0,1.0919492582198407,0.21562757456084608
9.0,15.0,19.0,5.0,1.2661369727872012,0.2664303493404959
9.0,15.0,20.0,5.0,0.6090526237756727,-0.004517782817636703
9.0,15.0,21.0,5.0,-0.05148098691045682,-0.3432029480153025
9.0,15.0,22.0,5.0,-0.4326244019538893,-0.4956112723542521
9.0,15.0,23.0,5.0,-0.7603042610410031,-0.6141510801734351
9.0,19.0,0.0,2.0,-1.2535486805089746,-0.8173621792920346
9.0,19.0,1.0,2.0,-1.338055591536704,-0.8173621792920346
9.0,19.0,2.0,2.0,-1.3328816990248022,-0.8173621792920346
9.0,19.0,3.0,2.0,-1.3690989466081147,-0.8173621792920346
9.0,19.0,4.0,2.0,-1.3432294840486059,-0.8173621792920346
9.0,19.0,5.0,2.0,-1.0759117042670128,-0.7496251462525014
9.0,19.0,6.0,2.0,-0.3308711825531539,-0.41093998105483565
9.0,19.0,7.0,2.0,1.2609630802752994,0.3002988658602625
9.0,19.0,8.0,2.0,0.40554618497420203,0.7744580971369946
9.0,19.0,9.0,2.0,0.5314442360971458,0.9268664214759442
9.0,19.0,10.0,2.0,1.3575424071641329,0.3341673823800291
9.0,19.0,11.0,2.0,0.8987906044421734,0.1309562832614296
9.0,19.0,12.0,2.0,0.9626019454222956,0.1309562832614296
9.0,19.0,13.0,2.0,0.8729211418826645,0.09708776674166304
9.0,19.0,14.0,2.0,0.681487118942298,0.029350733702129875
9.0,19.0,15.0,2.0,0.6866610114541997,0.04628499196201317
9.0,19.0,16.0,2.0,1.214398047668183,0.24949609108061266
9.0,19.0,17.0,2.0,1.064355164823031,0.5881812562782784
9.0,19.0,18.0,2.0,0.1727210219386211,0.46964144845909545
9.0,19.0,19.0,2.0,1.4454985798664635,0.4865757067189787
9.0,19.0,20.0,2.0,0.7487477215970213,0.1478905415213129
9.0,19.0,21.0,2.0,-0.6326815790807588,-0.5633483053937853
9.0,19.0,22.0,2.0,-0.8051446628108188,-0.6480195966932017
9.0,19.0,23.0,2.0,-0.9914047932392835,-0.6988223714728516
9.0,20.0,0.0,3.0,-1.217331432925662,-0.8173621792920346
9.0,20.0,1.0,3.0,-1.3018383439533914,-0.8173621792920346
9.0,20.0,2.0,3.0,-1.346678745723207,-0.8173621792920346
9.0,20.0,3.0,3.0,-1.3484033765605075,-0.8173621792920346
9.0,20.0,4.0,3.0,-1.3415048532113052,-0.8173621792920346
9.0,20.0,5.0,3.0,-1.0483176108702033,-0.7326908879926182
9.0,20.0,6.0,3.0,-0.3153495050174485,-0.46174275583448554
9.0,20.0,7.0,3.0,1.3506438838149304,0.6220497727980451
9.0,20.0,8.0,3.0,-0.3567406451126629,0.8591293884364111
9.0,20.0,9.0,3.0,-0.3325958133904545,1.5364997188317426
9.0,20.0,10.0,3.0,1.4075567014458503,0.3511016406399124
9.0,20.0,11.0,3.0,0.943631006211989,0.1309562832614296
9.0,20.0,12.0,3.0,0.9539787912357927,0.1309562832614296
9.0,20.0,13.0,3.0,0.9539787912357927,0.1309562832614296
9.0,20.0,14.0,3.0,0.6763132264303962,0.029350733702129875
9.0,20.0,15.0,3.0,0.8211822167636464,0.08015350848177975
9.0,20.0,16.0,3.0,0.8884428194183699,0.3002988658602625
9.0,20.0,17.0,3.0,1.0264132864024178,1.5364997188317426
9.0,20.0,18.0,3.0,1.0022684546802094,3.077517220481122
9.0,20.0,19.0,3.0,1.386861131398243,0.9607349379957109
9.0,20.0,20.0,3.0,0.2986190730615649,-0.13999184889670302
9.0,20.0,21.0,3.0,-0.7016668125727827,-0.5972168219135519
9.0,20.0,22.0,3.0,-0.8706806346282415,-0.6480195966932017
9.0,20.0,23.0,3.0,-1.1017811668265218,-0.7665594045123848
9.0,21.0,0.0,4.0,-1.2552733113462753,-0.8173621792920346
9.0,21.0,1.0,4.0,-1.320809283163698,-0.8173621792920346
9.0,21.0,2.0,4.0,-1.35530189990971,-0.8173621792920346
9.0,21.0,3.0,4.0,-1.3518526382351088,-0.8173621792920346
9.0,21.0,4.0,4.0,-1.3415048532113052,-0.8173621792920346
9.0,21.0,5.0,4.0,-1.1017811668265218,-0.7665594045123848
9.0,21.0,6.0,4.0,-0.35501601427536233,-0.42787423931471896
9.0,21.0,7.0,4.0,1.3627162996760347,0.36803589889979565
9.0,21.0,8.0,4.0,-0.3101756125055467,1.028471971035244
9.0,21.0,9.0,4.0,0.534893497771747,1.0454062292951274
9.0,21.0,10.0,4.0,1.473092673263273,0.36803589889979565
9.0,21.0,11.0,4.0,1.5800197851759101,0.1851459096930562
9.0,21.0,12.0,4.0,1.0884999965452393,0.21562757456084608
9.0,21.0,13.0,4.0,1.2092241551562812,0.24949609108061266
9.0,21.0,14.0,4.0,0.8642979876961615,0.09708776674166304
9.0,21.0,15.0,4.0,1.1126448282674477,0.24949609108061266
9.0,21.0,16.0,4.0,1.029862548077019,0.1817590580410795
9.0,21.0,17.0,4.0,1.009166978029412,0.5881812562782784
9.0,21.0,18.0,4.0,1.3161512670689184,1.028471971035244
9.0,21.0,19.0,4.0,1.5817444160132108,0.503509964978862
9.0,21.0,20.0,4.0,0.5159225585614404,-0.055320557597286574
9.0,21.0,21.0,4.0,-0.6637249341521696,-0.5972168219135519
9.0,21.0,22.0,4.0,-0.7499564760171996,-0.6141510801734351
9.0,21.0,23.0,4.0,-0.9569121764932715,-0.6988223714728516
9.0,22.0,0.0,5.0,-1.1604186152947422,-0.8004279210321513
9.0,22.0,1.0,5.0,-1.2707949888819805,-0.8173621792920346
9.0,22.0,2.0,5.0,-1.2983890822787902,-0.8173621792920346
9.0,22.0,3.0,5.0,-1.3139107598144957,-0.8173621792920346
9.0,22.0,4.0,5.0,-1.3311570681875016,-0.8173621792920346
9.0,22.0,5.0,5.0,-1.3087368673025939,-0.8173621792920346
9.0,22.0,6.0,5.0,-0.6723480883386727,-0.5633483053937853
9.0,22.0,7.0,5.0,0.9022398661167746,0.1817590580410795
9.0,22.0,8.0,5.0,1.0367610714262214,0.6897868058375782
9.0,22.0,9.0,5.0,0.6004294695891698,0.6728525475776949
9.0,22.0,10.0,5.0,1.3023542203705136,0.5373784814986285
9.0,22.0,11.0,5.0,1.0833261040333375,0.21562757456084608
9.0,22.0,12.0,5.0,1.1988763701324778,0.28336460760037924
9.0,22.0,13.0,5.0,1.1402389216642574,0.24949609108061266
9.0,22.0,14.0,5.0,1.2161226785054837,0.3172331241201458
9.0,22.0,15.0,5.0,1.1885285851086742,0.2664303493404959
9.0,22.0,16.0,5.0,1.3627162996760347,0.3511016406399124
9.0,22.0,17.0,5.0,1.0367610714262214,2.5017524396450903
9.0,22.0,18.0,5.0,1.279934019485606,2.095330241407891
9.0,22.0,19.0,5.0,1.2264704635292873,1.502631202311976
9.0,22.0,20.0,5.0,1.055732010636528,0.1986933163009628
9.0,22.0,21.0,5.0,0.1761702836132223,-0.20772888193623618
